"","Belgium","Unspecified Area","Zambia","Democratic Republic of the Congo","British Virgin Islands","Ethiopia","Viet Nam","Venezuela (Bolivarian Republic of)","Uzbekistan","Uruguay","United States of America","Ukraine","United Kingdom","Uganda","United Arab Emirates","Turkey","Trinidad and Tobago","Tonga","Thailand","United Republic of Tanzania","China, Taiwan Province of","Turkmenistan","Syrian Arab Republic","Switzerland","Sweden","Eswatini","Suriname","Sudan (former)","Spain","South Africa","Singapore","Slovakia","Slovenia","Sierra Leone","Saudi Arabia","Sao Tome and Principe","Saint Helena, Ascension and Tristan da Cunha","Serbia and Montenegro","Russian Federation","Romania","Zimbabwe","Qatar","Guinea-Bissau","Portugal","Poland","Philippines","Peru","Paraguay","Papua New Guinea","Czechia","Panama","Norway","Niger","Nicaragua","New Zealand","The former Yugoslav Republic of Macedonia","New Caledonia","Netherlands Antilles (former)","Netherlands","Nepal","Republic of Moldova","Micronesia (Federated States of)","Mozambique","Morocco","Mongolia","Mexico","Mauritius","Mauritania","Malta","Maldives","Malaysia","Malawi","Madagascar","China, Macao SAR","Lithuania","Libya","Lebanon","Lao People's Democratic Republic","Latvia","Kuwait","Republic of Korea","Democratic People's Republic of Korea","Cambodia","Kenya","Kyrgyzstan","Jordan","Japan","Jamaica","Kazakhstan","C??te d'Ivoire","Italy","Israel","Ireland","Iraq","Iran (Islamic Republic of)","Indonesia","India","Iceland","Croatia","Hungary","China, Hong Kong SAR","Honduras","Guatemala","Guam","Greece","Ghana","Bosnia and Herzegovina","Germany","Gabon","French Polynesia","France","Finland","Fiji","Faroe Islands","Estonia","El Salvador","Egypt","Ecuador","Dominican Republic","Denmark","Azerbaijan","Cyprus","Cuba","Costa Rica","Congo","Colombia","China, mainland","Chile","Sri Lanka","Cayman Islands","Cabo Verde","Canada","Cameroon","Myanmar","Bulgaria","Brunei Darussalam","Solomon Islands","Belize","Aruba","Brazil","Bolivia (Plurinational State of)","Bermuda","Bangladesh","Barbados","Bahamas","Austria","Australia","Argentina","Angola","Algeria","Albania","Afghanistan"
"China, mainland","    0.0000","    0.000","0","  0.0000","0","0","    0.0","0","0","  0.0000","     0.00000"," 0.00000","     0.00000","0","   0.000","      0.00","0","0","     0.00","0","    0.0"," 0.00000","    0.00","    0.0000","   0.0000","0","0","0","    0.0000","    0.00","    0.00"," 0.00000"," 0.00000","0","    0.0000","0","0","     0.000","0.000000e+00","   0.000000","0","0","0","     0.00000","   0.000","   0.000","    0.00","0","0","  0.000000","0","0.000000","0","0","0","0","0","0","0.000000e+00"," 0.00000","0","0","  0.0000","0.000000","0","0"," 0.0000","0.00000","    0.00","0","     0.000","0","0","0","0","0","0","0","0","0","    0.00","0","0","    0.0","0","    0.00","    0.00","0","      0","0","     0.00000","     0.00","     0.000","0","0","     0.00","0","0","     0.000","   0.000","0","0","     0.0","0","0.000000e+00","0","0","    0.0000","    0.00","0","      0.000","0.000000","0","0","0","    0.00","    0.000","0","0","  0.000000","0","   0.000","0","    0.00","0","   0.000","      0","    0.00","  0.0000","0","0","0","0","0","     0.0","0","0","0","0","  0.0000","0.000000","0","0","0.000000","0","    0.000","0","0","   0.000","0","   0.00000","0"
"Chile","    0.0000","    0.000","0","  0.0000","0","0","    0.0","0","0","  0.0000","     0.00000"," 0.00000","     0.00000","0","   0.000","      0.00","0","0","     0.00","0","    0.0"," 0.00000","    0.00","    0.0000","   0.0000","0","0","0","    0.0000","    0.00","    0.00"," 0.00000"," 0.00000","0","    0.0000","0","0","     0.000","0.000000e+00","   0.000000","0","0","0","     0.00000","   0.000","   0.000","    0.00","0","0","  0.000000","0","0.000000","0","0","0","0","0","0","0.000000e+00"," 0.00000","0","0","  0.0000","0.000000","0","0"," 0.0000","0.00000","    0.00","0","     0.000","0","0","0","0","0","0","0","0","0","    0.00","0","0","    0.0","0","    0.00","    0.00","0","      0","0","     0.00000","     0.00","     0.000","0","0","     0.00","0","0","     0.000","   0.000","0","0","     0.0","0","0.000000e+00","0","0","    0.0000","    0.00","0","      0.000","0.000000","0","0","0","    0.00","    0.000","0","0","  0.000000","0","   0.000","0","    0.00","0","   0.000","      0","    0.00","  0.0000","0","0","0","0","0","     0.0","0","0","0","0","  0.0000","0.000000","0","0","0.000000","0","    0.000","0","0","   0.000","0","   0.00000","0"
"Sri Lanka","    0.0000","    0.000","0","  0.0000","0","0","    0.0","0","0","  0.0000","     0.00000"," 0.00000","     0.00000","0","   0.000","      0.00","0","0","     0.00","0","    0.0"," 0.00000","    0.00","    0.0000","   0.0000","0","0","0","    0.0000","    0.00","    0.00"," 0.00000"," 0.00000","0","    0.0000","0","0","     0.000","0.000000e+00","   0.000000","0","0","0","     0.00000","   0.000","   0.000","    0.00","0","0","  0.000000","0","0.000000","0","0","0","0","0","0","0.000000e+00"," 0.00000","0","0","  0.0000","0.000000","0","0"," 0.0000","0.00000","    0.00","0","     0.000","0","0","0","0","0","0","0","0","0","    0.00","0","0","    0.0","0","    0.00","    0.00","0","      0","0","     0.00000","     0.00","     0.000","0","0","     0.00","0","0","     0.000","   0.000","0","0","     0.0","0","0.000000e+00","0","0","    0.0000","    0.00","0","      0.000","0.000000","0","0","0","    0.00","    0.000","0","0","  0.000000","0","   0.000","0","    0.00","0","   0.000","      0","    0.00","  0.0000","0","0","0","0","0","     0.0","0","0","0","0","  0.0000","0.000000","0","0","0.000000","0","    0.000","0","0","   0.000","0","   0.00000","0"
"Cayman Islands","    0.0000","    0.000","0","  0.0000","0","0","    0.0","0","0","  0.0000","     0.00000"," 0.00000","     0.00000","0","   0.000","      0.00","0","0","     0.00","0","    0.0"," 0.00000","    0.00","    0.0000","   0.0000","0","0","0","    0.0000","    0.00","    0.00"," 0.00000"," 0.00000","0","    0.0000","0","0","     0.000","0.000000e+00","   0.000000","0","0","0","     0.00000","   0.000","   0.000","    0.00","0","0","  0.000000","0","0.000000","0","0","0","0","0","0","0.000000e+00"," 0.00000","0","0","  0.0000","0.000000","0","0"," 0.0000","0.00000","    0.00","0","     0.000","0","0","0","0","0","0","0","0","0","    0.00","0","0","    0.0","0","    0.00","    0.00","0","      0","0","     0.00000","     0.00","     0.000","0","0","     0.00","0","0","     0.000","   0.000","0","0","     0.0","0","0.000000e+00","0","0","    0.0000","    0.00","0","      0.000","0.000000","0","0","0","    0.00","    0.000","0","0","  0.000000","0","   0.000","0","    0.00","0","   0.000","      0","    0.00","  0.0000","0","0","0","0","0","     0.0","0","0","0","0","  0.0000","0.000000","0","0","0.000000","0","    0.000","0","0","   0.000","0","   0.00000","0"
"Cabo Verde","    0.0000","    0.000","0","  0.0000","0","0","    0.0","0","0","  0.0000","     0.00000"," 0.00000","     0.00000","0","   0.000","      0.00","0","0","     0.00","0","    0.0"," 0.00000","    0.00","    0.0000","   0.0000","0","0","0","    0.0000","    0.00","    0.00"," 0.00000"," 0.00000","0","    0.0000","0","0","     0.000","0.000000e+00","   0.000000","0","0","0","     0.00000","   0.000","   0.000","    0.00","0","0","  0.000000","0","0.000000","0","0","0","0","0","0","0.000000e+00"," 0.00000","0","0","  0.0000","0.000000","0","0"," 0.0000","0.00000","    0.00","0","     0.000","0","0","0","0","0","0","0","0","0","    0.00","0","0","    0.0","0","    0.00","    0.00","0","      0","0","     0.00000","     0.00","     0.000","0","0","     0.00","0","0","     0.000","   0.000","0","0","     0.0","0","0.000000e+00","0","0","    0.0000","    0.00","0","      0.000","0.000000","0","0","0","    0.00","    0.000","0","0","  0.000000","0","   0.000","0","    0.00","0","   0.000","      0","    0.00","  0.0000","0","0","0","0","0","     0.0","0","0","0","0","  0.0000","0.000000","0","0","0.000000","0","    0.000","0","0","   0.000","0","   0.00000","0"
"Canada","    0.0000","    0.000","0","  0.0000","0","0","    0.0","0","0","  0.0000","     0.00000"," 0.00000","     0.00000","0","   0.000","      0.00","0","0","     0.00","0","    0.0"," 0.00000","    0.00","    0.0000","   0.0000","0","0","0","    0.0000","    0.00","    0.00"," 0.00000"," 0.00000","0","    0.0000","0","0","     0.000","0.000000e+00","   0.000000","0","0","0","     0.00000","   0.000","   0.000","    0.00","0","0","  0.000000","0","0.000000","0","0","0","0","0","0","0.000000e+00"," 0.00000","0","0","  0.0000","0.000000","0","0"," 0.0000","0.00000","    0.00","0","     0.000","0","0","0","0","0","0","0","0","0","    0.00","0","0","    0.0","0","    0.00","    0.00","0","      0","0","     0.00000","     0.00","     0.000","0","0","     0.00","0","0","     0.000","   0.000","0","0","     0.0","0","0.000000e+00","0","0","    0.0000","    0.00","0","      0.000","0.000000","0","0","0","    0.00","    0.000","0","0","  0.000000","0","   0.000","0","    0.00","0","   0.000","      0","    0.00","  0.0000","0","0","0","0","0","     0.0","0","0","0","0","  0.0000","0.000000","0","0","0.000000","0","    0.000","0","0","   0.000","0","   0.00000","0"
"Cameroon","    0.0000","    0.000","0","  0.0000","0","0","    0.0","0","0","  0.0000","     0.00000"," 0.00000","     0.00000","0","   0.000","      0.00","0","0","     0.00","0","    0.0"," 0.00000","    0.00","    0.0000","   0.0000","0","0","0","    0.0000","    0.00","    0.00"," 0.00000"," 0.00000","0","    0.0000","0","0","     0.000","0.000000e+00","   0.000000","0","0","0","     0.00000","   0.000","   0.000","    0.00","0","0","  0.000000","0","0.000000","0","0","0","0","0","0","0.000000e+00"," 0.00000","0","0","  0.0000","0.000000","0","0"," 0.0000","0.00000","    0.00","0","     0.000","0","0","0","0","0","0","0","0","0","    0.00","0","0","    0.0","0","    0.00","    0.00","0","      0","0","     0.00000","     0.00","     0.000","0","0","     0.00","0","0","     0.000","   0.000","0","0","     0.0","0","0.000000e+00","0","0","    0.0000","    0.00","0","      0.000","0.000000","0","0","0","    0.00","    0.000","0","0","  0.000000","0","   0.000","0","    0.00","0","   0.000","      0","    0.00","  0.0000","0","0","0","0","0","     0.0","0","0","0","0","  0.0000","0.000000","0","0","0.000000","0","    0.000","0","0","   0.000","0","   0.00000","0"
"Myanmar","    0.0000","    0.000","0","  0.0000","0","0","    0.0","0","0","  0.0000","     0.00000"," 0.00000","     0.00000","0","   0.000","      0.00","0","0","     0.00","0","    0.0"," 0.00000","    0.00","    0.0000","   0.0000","0","0","0","    0.0000","    0.00","    0.00"," 0.00000"," 0.00000","0","    0.0000","0","0","     0.000","0.000000e+00","   0.000000","0","0","0","     0.00000","   0.000","   0.000","    0.00","0","0","  0.000000","0","0.000000","0","0","0","0","0","0","0.000000e+00"," 0.00000","0","0","  0.0000","0.000000","0","0"," 0.0000","0.00000","    0.00","0","     0.000","0","0","0","0","0","0","0","0","0","    0.00","0","0","    0.0","0","    0.00","    0.00","0","      0","0","     0.00000","     0.00","     0.000","0","0","     0.00","0","0","     0.000","   0.000","0","0","     0.0","0","0.000000e+00","0","0","    0.0000","    0.00","0","      0.000","0.000000","0","0","0","    0.00","    0.000","0","0","  0.000000","0","   0.000","0","    0.00","0","   0.000","      0","    0.00","  0.0000","0","0","0","0","0","     0.0","0","0","0","0","  0.0000","0.000000","0","0","0.000000","0","    0.000","0","0","   0.000","0","   0.00000","0"
"Bulgaria","    0.0000","    0.000","0","  0.0000","0","0","    0.0","0","0","  0.0000","     0.00000"," 0.00000","     0.00000","0","   0.000","      0.00","0","0","     0.00","0","    0.0"," 0.00000","    0.00","    0.0000","   0.0000","0","0","0","    0.0000","    0.00","    0.00"," 0.00000"," 0.00000","0","    0.0000","0","0","     0.000","0.000000e+00","   0.000000","0","0","0","     0.00000","   0.000","   0.000","    0.00","0","0","  0.000000","0","0.000000","0","0","0","0","0","0","0.000000e+00"," 0.00000","0","0","  0.0000","0.000000","0","0"," 0.0000","0.00000","    0.00","0","     0.000","0","0","0","0","0","0","0","0","0","    0.00","0","0","    0.0","0","    0.00","    0.00","0","      0","0","     0.00000","     0.00","     0.000","0","0","     0.00","0","0","     0.000","   0.000","0","0","     0.0","0","0.000000e+00","0","0","    0.0000","    0.00","0","      0.000","0.000000","0","0","0","    0.00","    0.000","0","0","  0.000000","0","   0.000","0","    0.00","0","   0.000","      0","    0.00","  0.0000","0","0","0","0","0","     0.0","0","0","0","0","  0.0000","0.000000","0","0","0.000000","0","    0.000","0","0","   0.000","0","   0.00000","0"
"Brunei Darussalam","    0.0000","    0.000","0","  0.0000","0","0","    0.0","0","0","  0.0000","     0.00000"," 0.00000","     0.00000","0","   0.000","      0.00","0","0","     0.00","0","    0.0"," 0.00000","    0.00","    0.0000","   0.0000","0","0","0","    0.0000","    0.00","    0.00"," 0.00000"," 0.00000","0","    0.0000","0","0","     0.000","0.000000e+00","   0.000000","0","0","0","     0.00000","   0.000","   0.000","    0.00","0","0","  0.000000","0","0.000000","0","0","0","0","0","0","0.000000e+00"," 0.00000","0","0","  0.0000","0.000000","0","0"," 0.0000","0.00000","    0.00","0","     0.000","0","0","0","0","0","0","0","0","0","    0.00","0","0","    0.0","0","    0.00","    0.00","0","      0","0","     0.00000","     0.00","     0.000","0","0","     0.00","0","0","     0.000","   0.000","0","0","     0.0","0","0.000000e+00","0","0","    0.0000","    0.00","0","      0.000","0.000000","0","0","0","    0.00","    0.000","0","0","  0.000000","0","   0.000","0","    0.00","0","   0.000","      0","    0.00","  0.0000","0","0","0","0","0","     0.0","0","0","0","0","  0.0000","0.000000","0","0","0.000000","0","    0.000","0","0","   0.000","0","   0.00000","0"
"Solomon Islands","    0.0000","    0.000","0","  0.0000","0","0","    0.0","0","0","  0.0000","     0.00000"," 0.00000","     0.00000","0","   0.000","      0.00","0","0","     0.00","0","    0.0"," 0.00000","    0.00","    0.0000","   0.0000","0","0","0","    0.0000","    0.00","    0.00"," 0.00000"," 0.00000","0","    0.0000","0","0","     0.000","0.000000e+00","   0.000000","0","0","0","     0.00000","   0.000","   0.000","    0.00","0","0","  0.000000","0","0.000000","0","0","0","0","0","0","0.000000e+00"," 0.00000","0","0","  0.0000","0.000000","0","0"," 0.0000","0.00000","    0.00","0","     0.000","0","0","0","0","0","0","0","0","0","    0.00","0","0","    0.0","0","    0.00","    0.00","0","      0","0","     0.00000","     0.00","     0.000","0","0","     0.00","0","0","     0.000","   0.000","0","0","     0.0","0","0.000000e+00","0","0","    0.0000","    0.00","0","      0.000","0.000000","0","0","0","    0.00","    0.000","0","0","  0.000000","0","   0.000","0","    0.00","0","   0.000","      0","    0.00","  0.0000","0","0","0","0","0","     0.0","0","0","0","0","  0.0000","0.000000","0","0","0.000000","0","    0.000","0","0","   0.000","0","   0.00000","0"
"Belize","    0.0000","    0.000","0","  0.0000","0","0","    0.0","0","0","  0.0000","     0.00000"," 0.00000","     0.00000","0","   0.000","      0.00","0","0","     0.00","0","    0.0"," 0.00000","    0.00","    0.0000","   0.0000","0","0","0","    0.0000","    0.00","    0.00"," 0.00000"," 0.00000","0","    0.0000","0","0","     0.000","0.000000e+00","   0.000000","0","0","0","     0.00000","   0.000","   0.000","    0.00","0","0","  0.000000","0","0.000000","0","0","0","0","0","0","0.000000e+00"," 0.00000","0","0","  0.0000","0.000000","0","0"," 0.0000","0.00000","    0.00","0","     0.000","0","0","0","0","0","0","0","0","0","    0.00","0","0","    0.0","0","    0.00","    0.00","0","      0","0","     0.00000","     0.00","     0.000","0","0","     0.00","0","0","     0.000","   0.000","0","0","     0.0","0","0.000000e+00","0","0","    0.0000","    0.00","0","      0.000","0.000000","0","0","0","    0.00","    0.000","0","0","  0.000000","0","   0.000","0","    0.00","0","   0.000","      0","    0.00","  0.0000","0","0","0","0","0","     0.0","0","0","0","0","  0.0000","0.000000","0","0","0.000000","0","    0.000","0","0","   0.000","0","   0.00000","0"
"Aruba","    0.0000","    0.000","0","  0.0000","0","0","    0.0","0","0","  0.0000","     0.00000"," 0.00000","     0.00000","0","   0.000","      0.00","0","0","     0.00","0","    0.0"," 0.00000","    0.00","    0.0000","   0.0000","0","0","0","    0.0000","    0.00","    0.00"," 0.00000"," 0.00000","0","    0.0000","0","0","     0.000","0.000000e+00","   0.000000","0","0","0","     0.00000","   0.000","   0.000","    0.00","0","0","  0.000000","0","0.000000","0","0","0","0","0","0","0.000000e+00"," 0.00000","0","0","  0.0000","0.000000","0","0"," 0.0000","0.00000","    0.00","0","     0.000","0","0","0","0","0","0","0","0","0","    0.00","0","0","    0.0","0","    0.00","    0.00","0","      0","0","     0.00000","     0.00","     0.000","0","0","     0.00","0","0","     0.000","   0.000","0","0","     0.0","0","0.000000e+00","0","0","    0.0000","    0.00","0","      0.000","0.000000","0","0","0","    0.00","    0.000","0","0","  0.000000","0","   0.000","0","    0.00","0","   0.000","      0","    0.00","  0.0000","0","0","0","0","0","     0.0","0","0","0","0","  0.0000","0.000000","0","0","0.000000","0","    0.000","0","0","   0.000","0","   0.00000","0"
"Brazil","    0.0000","    0.000","0","  0.0000","0","0","    0.0","0","0","  0.0000","     0.00000"," 0.00000","     0.00000","0","   0.000","      0.00","0","0","     0.00","0","    0.0"," 0.00000","    0.00","    0.0000","   0.0000","0","0","0","    0.0000","    0.00","    0.00"," 0.00000"," 0.00000","0","    0.0000","0","0","     0.000","0.000000e+00","   0.000000","0","0","0","     0.00000","   0.000","   0.000","    0.00","0","0","  0.000000","0","0.000000","0","0","0","0","0","0","0.000000e+00"," 0.00000","0","0","  0.0000","0.000000","0","0"," 0.0000","0.00000","    0.00","0","     0.000","0","0","0","0","0","0","0","0","0","    0.00","0","0","    0.0","0","    0.00","    0.00","0","      0","0","     0.00000","     0.00","     0.000","0","0","     0.00","0","0","     0.000","   0.000","0","0","     0.0","0","0.000000e+00","0","0","    0.0000","    0.00","0","      0.000","0.000000","0","0","0","    0.00","    0.000","0","0","  0.000000","0","   0.000","0","    0.00","0","   0.000","      0","    0.00","  0.0000","0","0","0","0","0","     0.0","0","0","0","0","  0.0000","0.000000","0","0","0.000000","0","    0.000","0","0","   0.000","0","   0.00000","0"
"Bolivia (Plurinational State of)","    0.0000","    0.000","0","  0.0000","0","0","    0.0","0","0","  0.0000","     0.00000"," 0.00000","     0.00000","0","   0.000","      0.00","0","0","     0.00","0","    0.0"," 0.00000","    0.00","    0.0000","   0.0000","0","0","0","    0.0000","    0.00","    0.00"," 0.00000"," 0.00000","0","    0.0000","0","0","     0.000","0.000000e+00","   0.000000","0","0","0","     0.00000","   0.000","   0.000","    0.00","0","0","  0.000000","0","0.000000","0","0","0","0","0","0","0.000000e+00"," 0.00000","0","0","  0.0000","0.000000","0","0"," 0.0000","0.00000","    0.00","0","     0.000","0","0","0","0","0","0","0","0","0","    0.00","0","0","    0.0","0","    0.00","    0.00","0","      0","0","     0.00000","     0.00","     0.000","0","0","     0.00","0","0","     0.000","   0.000","0","0","     0.0","0","0.000000e+00","0","0","    0.0000","    0.00","0","      0.000","0.000000","0","0","0","    0.00","    0.000","0","0","  0.000000","0","   0.000","0","    0.00","0","   0.000","      0","    0.00","  0.0000","0","0","0","0","0","     0.0","0","0","0","0","  0.0000","0.000000","0","0","0.000000","0","    0.000","0","0","   0.000","0","   0.00000","0"
"Bermuda","    0.0000","    0.000","0","  0.0000","0","0","    0.0","0","0","  0.0000","     0.00000"," 0.00000","     0.00000","0","   0.000","      0.00","0","0","     0.00","0","    0.0"," 0.00000","    0.00","    0.0000","   0.0000","0","0","0","    0.0000","    0.00","    0.00"," 0.00000"," 0.00000","0","    0.0000","0","0","     0.000","0.000000e+00","   0.000000","0","0","0","     0.00000","   0.000","   0.000","    0.00","0","0","  0.000000","0","0.000000","0","0","0","0","0","0","0.000000e+00"," 0.00000","0","0","  0.0000","0.000000","0","0"," 0.0000","0.00000","    0.00","0","     0.000","0","0","0","0","0","0","0","0","0","    0.00","0","0","    0.0","0","    0.00","    0.00","0","      0","0","     0.00000","     0.00","     0.000","0","0","     0.00","0","0","     0.000","   0.000","0","0","     0.0","0","0.000000e+00","0","0","    0.0000","    0.00","0","      0.000","0.000000","0","0","0","    0.00","    0.000","0","0","  0.000000","0","   0.000","0","    0.00","0","   0.000","      0","    0.00","  0.0000","0","0","0","0","0","     0.0","0","0","0","0","  0.0000","0.000000","0","0","0.000000","0","    0.000","0","0","   0.000","0","   0.00000","0"
"Bangladesh","    0.0000","    0.000","0","  0.0000","0","0","    0.0","0","0","  0.0000","     0.00000"," 0.00000","     0.00000","0","   0.000","      0.00","0","0","     0.00","0","    0.0"," 0.00000","    0.00","    0.0000","   0.0000","0","0","0","    0.0000","    0.00","    0.00"," 0.00000"," 0.00000","0","    0.0000","0","0","     0.000","0.000000e+00","   0.000000","0","0","0","     0.00000","   0.000","   0.000","    0.00","0","0","  0.000000","0","0.000000","0","0","0","0","0","0","0.000000e+00"," 0.00000","0","0","  0.0000","0.000000","0","0"," 0.0000","0.00000","    0.00","0","     0.000","0","0","0","0","0","0","0","0","0","    0.00","0","0","    0.0","0","    0.00","    0.00","0","      0","0","     0.00000","     0.00","     0.000","0","0","     0.00","0","0","     0.000","   0.000","0","0","     0.0","0","0.000000e+00","0","0","    0.0000","    0.00","0","      0.000","0.000000","0","0","0","    0.00","    0.000","0","0","  0.000000","0","   0.000","0","    0.00","0","   0.000","      0","    0.00","  0.0000","0","0","0","0","0","     0.0","0","0","0","0","  0.0000","0.000000","0","0","0.000000","0","    0.000","0","0","   0.000","0","   0.00000","0"
"Barbados","    0.0000","    0.000","0","  0.0000","0","0","    0.0","0","0","  0.0000","     0.00000"," 0.00000","     0.00000","0","   0.000","      0.00","0","0","     0.00","0","    0.0"," 0.00000","    0.00","    0.0000","   0.0000","0","0","0","    0.0000","    0.00","    0.00"," 0.00000"," 0.00000","0","    0.0000","0","0","     0.000","0.000000e+00","   0.000000","0","0","0","     0.00000","   0.000","   0.000","    0.00","0","0","  0.000000","0","0.000000","0","0","0","0","0","0","0.000000e+00"," 0.00000","0","0","  0.0000","0.000000","0","0"," 0.0000","0.00000","    0.00","0","     0.000","0","0","0","0","0","0","0","0","0","    0.00","0","0","    0.0","0","    0.00","    0.00","0","      0","0","     0.00000","     0.00","     0.000","0","0","     0.00","0","0","     0.000","   0.000","0","0","     0.0","0","0.000000e+00","0","0","    0.0000","    0.00","0","      0.000","0.000000","0","0","0","    0.00","    0.000","0","0","  0.000000","0","   0.000","0","    0.00","0","   0.000","      0","    0.00","  0.0000","0","0","0","0","0","     0.0","0","0","0","0","  0.0000","0.000000","0","0","0.000000","0","    0.000","0","0","   0.000","0","   0.00000","0"
"Bahamas","    0.0000","    0.000","0","  0.0000","0","0","    0.0","0","0","  0.0000","     0.00000"," 0.00000","     0.00000","0","   0.000","      0.00","0","0","     0.00","0","    0.0"," 0.00000","    0.00","    0.0000","   0.0000","0","0","0","    0.0000","    0.00","    0.00"," 0.00000"," 0.00000","0","    0.0000","0","0","     0.000","0.000000e+00","   0.000000","0","0","0","     0.00000","   0.000","   0.000","    0.00","0","0","  0.000000","0","0.000000","0","0","0","0","0","0","0.000000e+00"," 0.00000","0","0","  0.0000","0.000000","0","0"," 0.0000","0.00000","    0.00","0","     0.000","0","0","0","0","0","0","0","0","0","    0.00","0","0","    0.0","0","    0.00","    0.00","0","      0","0","     0.00000","     0.00","     0.000","0","0","     0.00","0","0","     0.000","   0.000","0","0","     0.0","0","0.000000e+00","0","0","    0.0000","    0.00","0","      0.000","0.000000","0","0","0","    0.00","    0.000","0","0","  0.000000","0","   0.000","0","    0.00","0","   0.000","      0","    0.00","  0.0000","0","0","0","0","0","     0.0","0","0","0","0","  0.0000","0.000000","0","0","0.000000","0","    0.000","0","0","   0.000","0","   0.00000","0"
"Austria","    0.0000","    0.000","0","  0.0000","0","0","    0.0","0","0","  0.0000","     0.00000"," 0.00000","     0.00000","0","   0.000","      0.00","0","0","     0.00","0","    0.0"," 0.00000","    0.00","    0.0000","   0.0000","0","0","0","    0.0000","    0.00","    0.00"," 0.00000"," 0.00000","0","    0.0000","0","0","     0.000","0.000000e+00","   0.000000","0","0","0","     0.00000","   0.000","   0.000","    0.00","0","0","  0.000000","0","0.000000","0","0","0","0","0","0","0.000000e+00"," 0.00000","0","0","  0.0000","0.000000","0","0"," 0.0000","0.00000","    0.00","0","     0.000","0","0","0","0","0","0","0","0","0","    0.00","0","0","    0.0","0","    0.00","    0.00","0","      0","0","     0.00000","     0.00","     0.000","0","0","     0.00","0","0","     0.000","   0.000","0","0","     0.0","0","0.000000e+00","0","0","    0.0000","    0.00","0","      0.000","0.000000","0","0","0","    0.00","    0.000","0","0","  0.000000","0","   0.000","0","    0.00","0","   0.000","      0","    0.00","  0.0000","0","0","0","0","0","     0.0","0","0","0","0","  0.0000","0.000000","0","0","0.000000","0","    0.000","0","0","   0.000","0","   0.00000","0"
"Australia","    0.0000","    0.000","0","  0.0000","0","0","    0.0","0","0","  0.0000","     0.00000"," 0.00000","     0.00000","0","   0.000","      0.00","0","0","     0.00","0","    0.0"," 0.00000","    0.00","    0.0000","   0.0000","0","0","0","    0.0000","    0.00","    0.00"," 0.00000"," 0.00000","0","    0.0000","0","0","     0.000","0.000000e+00","   0.000000","0","0","0","     0.00000","   0.000","   0.000","    0.00","0","0","  0.000000","0","0.000000","0","0","0","0","0","0","0.000000e+00"," 0.00000","0","0","  0.0000","0.000000","0","0"," 0.0000","0.00000","    0.00","0","     0.000","0","0","0","0","0","0","0","0","0","    0.00","0","0","    0.0","0","    0.00","    0.00","0","      0","0","     0.00000","     0.00","     0.000","0","0","     0.00","0","0","     0.000","   0.000","0","0","     0.0","0","0.000000e+00","0","0","    0.0000","    0.00","0","      0.000","0.000000","0","0","0","    0.00","    0.000","0","0","  0.000000","0","   0.000","0","    0.00","0","   0.000","      0","    0.00","  0.0000","0","0","0","0","0","     0.0","0","0","0","0","  0.0000","0.000000","0","0","0.000000","0","    0.000","0","0","   0.000","0","   0.00000","0"
"Argentina","13934.1636","    0.000","0","  0.0000","0","0","    0.0","0","0","324.8471"," 12847.95613"," 0.00000","   771.51183","0","   0.000","  22828.12","0","0","516085.58","0","57572.8"," 0.00000","19405.81","  162.4235"," 607.8194","0","0","0","37444.9716","43029.55","    0.00"," 0.00000"," 0.00000","0","    0.0000","0","0","     0.000","0.000000e+00","   0.000000","0","0","0","     0.00000","   0.000","8374.964","20277.56","0","0","  0.000000","0","0.000000","0","0","0","0","0","0","1.897170e+05"," 0.00000","0","0","  0.0000","0.000000","0","0"," 0.0000","0.00000","    0.00","0","138930.501","0","0","0","0","0","0","0","0","0","    0.00","0","0","    0.0","0","    0.00","21521.12","0","      0","0"," 20654.43772"," 15607.89","  3810.609","0","0","159978.31","0","0","     0.000","   0.000","0","0","     0.0","0","1.372301e+05","0","0","59637.3572","    0.00","0","   2784.041","0.000000","0","0","0","    0.00","36862.531","0","0","544.372660","0","2823.378","0","34806.86","0","6979.137","3584708","60713.41","  0.0000","0","0","0","0","0","     0.0","0","0","0","0","696.6447","1.268934","0","0","0.000000","0","    0.000","0","0","   0.000","0","   0.00000","0"
